Numero documento;Tp doc;Nº direc;Nombre deudor;Fecha factura;Fecha vto;AF ;Nº per;Est pago;Importe bruto;Importe pendiente;Cd mon;Condic pago;Fecha de Pago;Tipo cambio USD;Tipo cambio EUR;Impte pend Mext USD;Impte pend Mext EUR;
23000620;PV;8262;AMERICAN AIRLINES INC SUCURSAL C;18/10/2023;22/12/2023;23;10;H;123588865;123588865;COP; ;;;;;;
23000642;PV;8268;AEROREPUBLICA S.A WINGO;18/10/2023;18/12/2023;23;10;H;160118091;160118091;COP; ;;;;;;
23000648;PV;8187;COMPAÑIA PANAMEÑA DE AVIACION S.A.COPA;18/10/2023;22/12/2023;23;10;H;138020851;138020851;COP; ;;;;;;
23000611;PV;8044;BANCOLOMBIA S.A.;19/10/2023;20/10/2023;23;10;H;1674105000;1674105000;COP; ;;;;;;
23000613;PV;9254;CAJA DE COMPENSACION FAMILIAR - COMPENSA;19/10/2023;20/10/2023;23;10;P;-936184120;;COP;002;;;;;;
23000614;PV;9254;CAJA DE COMPENSACION FAMILIAR - COMPENSA;19/10/2023;20/10/2023;23;10;P;-932454303;;COP;002;;;;;;
23000657;PV;9254;CAJA DE COMPENSACION FAMILIAR - COMPENSA;19/10/2023;25/10/2023;23;10;H;932454303;932454303;COP;002;;;;;;
23000615;PV;28148;COMPAÑIA DE MEDICINA PREPAGADA COLSANIT;20/10/2023;27/10/2023;23;10;H;15289890;15289890;COP; ;;;;;;
23000616;PV;28147;MEDISANITAS S.A.S COMPAÑIA DE MEDICINA P;20/10/2023;27/10/2023;23;10;H;575505;575505;COP; ;;;;;;
23000617;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;20/10/2023;10/11/2023;23;10;H;5968616;5968616;COP; ;;;;;;
23000618;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;20/10/2023;10/11/2023;23;10;H;123849772;123849772;COP; ;;;;;;
23000655;PV;9666;AVIANCA S.A;21/10/2023;22/12/2023;23;10;P;909876737;;COP;002;;;;;;
23000619;PV;16571;P.A. FIDUCOLDEX FONTUR RECAUDOS;23/10/2023;25/10/2023;23;10;H;723682000;723682000;COP; ;;;;;;
23000658;PV;8044;BANCOLOMBIA S.A.;24/10/2023;27/10/2023;23;10;H;961500;961500;COP; ;;;;;;
23000660;PV;8268;AEROREPUBLICA S.A WINGO;24/10/2023;22/12/2023;23;10;H;173127333;173127333;COP; ;;;;;;
23000661;PV;9582;ETB SA ESP;25/10/2023;27/10/2023;23;10;H;5356050;5356050;COP;002;;;;;;
23000662;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;25/10/2023;10/11/2023;23;10;H;704848;704848;COP; ;;;;;;
23000663;PV;27020;SUMMA - SERVICIOS CORPORATIVOS INTEGRALE;26/10/2023;27/10/2023;23;10;H;18677410;18677410;COP; ;;;;;;
23000664;PV;9254;CAJA DE COMPENSACION FAMILIAR - COMPENSA;26/10/2023;27/10/2023;23;10;P;46441265;;COP;002;;;;;;
23000691;PV;8185;UNITED AIR LINES INC SUCURSAL COLOMBIA;30/10/2023;30/10/2023;23;10;H;1188;1188;COP; ;;;;;;
23000666;PV;10229;ENEL COLOMBIA S.A  E.S.P;01/11/2023;03/11/2023;23;11;H;335730;335730;COP;002;;;;;;
23000693;PV;8086;DELTA AIR LINES INC.;01/11/2023;05/01/2024;23;11;H;51500400;1233314;COP; ;;;;;;
23000667;PV;24370;CANTILLO DE LA HOZ ANGIE PAOLA;02/11/2023;03/11/2023;23;11;H;508944;508944;COP; ;;;;;;
23000669;PV;8268;AEROREPUBLICA S.A WINGO;02/11/2023;24/11/2023;23;11;H;115537;115537;COP; ;;;;;;
23000707;PV;14599;AIR EUROPA;02/11/2023;05/01/2024;23;11;H;40472707;40472707;COP; ;;;;;;
23000698;PV;8424;AVIANCA COSTA RICA S A SUCURSAL COLOMBIA;03/11/2023;05/01/2024;23;11;H;602385;19317;COP; ;;;;;;
23000699;PV;8422;TACA INTERNATIONAL AIRLINES S A SUCURSAL;03/11/2023;05/01/2024;23;11;P;31671496;;COP; ;;;;;;
23000703;PV;8413;AVIANCA ECUADOR S.A SUCURSAL COLOMBIA;03/11/2023;05/01/2024;23;11;H;97184763;12099911;COP; ;;;;;;
23000727;PV;8424;AVIANCA COSTA RICA S A SUCURSAL COLOMBIA;03/11/2023;05/01/2024;23;11;P;-320048;;COP; ;;;;;;
23000670;PV;10188;ENERTOTAL S.A. E.S.P.;07/11/2023;10/11/2023;23;11;H;264474069;264474069;COP;002;;;;;;
23000671;PV;10188;ENERTOTAL S.A. E.S.P.;07/11/2023;10/11/2023;23;11;H;271089;271089;COP;002;;;;;;
23000713;PV;8018;IBERIA LINEAS AEREAS DE ESPAÑA SA;07/11/2023;05/01/2024;23;11;H;755764949;755764949;COP; ;;;;;;
23000672;PV;10033;EAB ESP ASEO;08/11/2023;10/11/2023;23;11;P;-151094210;;COP; ;;;;;;
23000673;PV;10033;EAB ESP ASEO;08/11/2023;10/11/2023;23;11;H;35881130;35881130;COP; ;;;;;;
23000679;PV;10033;EAB ESP ASEO;08/11/2023;10/11/2023;23;11;H;151081190;151081190;COP; ;;;;;;
23000694;PV;36297;PLUS ULTRA LÍNEAS AÉREAS S.A. SUCURSAL C;08/11/2023;12/01/2024;23;11;H;11879016;11879016;COP; ;;;;;;
23000710;PV;33922;CONCESIONARIA VUELA COMPAÑIA DE AVIACION;08/11/2023;12/01/2024;23;11;H;50773878;50773878;COP; ;;;;;;
23000721;PV;34155;VUELA AVIACIÓN S.A. SUCURSAL COLOMBIA;08/11/2023;12/01/2024;23;11;H;7706583;7706583;COP; ;;;;;;
23000714;PV;8450;KLM CIA REAL HOLANDESA DE AVIACION;09/11/2023;12/01/2024;23;11;H;22705747;22705747;COP; ;;;;;;
23000674;PV;9884;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;10/11/2023;14/11/2023;23;11;H;4016933;4016933;COP;002;;;;;;
23000675;PV;8011;COMUNICACION CELULAR SA COMCEL SA;10/11/2023;17/11/2023;23;11;H;2431490;2431490;COP; ;;;;;;
23000676;PV;17347;MUNICIPIO DE FUNZA;10/11/2023;14/11/2023;23;11;H;18416000;18416000;COP; ;;;;;;
23000677;PV;16248;FONDO NACIONAL AMBIENTAL-FONAM;10/11/2023;10/11/2023;23;11;P;-4772000;;COP; ;;;;;;
23000695;PV;9666;AVIANCA S.A;10/11/2023;12/01/2024;23;11;P;961134899;;COP;002;;;;;;
23000705;PV;8030;AEROLINEAS ARGENTINAS  S.A.;10/11/2023;12/01/2024;23;11;H;15586430;15586430;COP; ;;;;;;
23000711;PV;8087;DEUTSCHE LUFTHANSA AKTIENGELLSCH;10/11/2023;12/01/2024;23;11;H;11164294;11164294;COP; ;;;;;;
23000712;PV;8100;EMPRESA AEREA DE SERVICIOS Y FACILITACIO;10/11/2023;12/01/2024;23;11;H;32429323;2997669;COP; ;;;;;;
23000715;PV;8341;LAN PERU S.A. SUCURSAL COLOMBIA;10/11/2023;12/01/2024;23;11;H;53219297;53219297;COP; ;;;;;;
23000719;PV;8374;TAM LINHAS AEREAS S.A. SUCURSAL COLOMBIA;10/11/2023;12/01/2024;23;11;H;16146110;16146110;COP; ;;;;;;
23000692;PV;8319;AEROVIAS DE MEXICO S.A. DE C.V AEROMEXIC;14/11/2023;12/01/2024;23;11;H;225813144;225813144;COP; ;;;;;;
23000704;PV;33845;AEROENLACES NACIONALES S.A. DE C.V. SUCU;14/11/2023;12/01/2024;23;11;H;65501522;65501522;COP; ;;;;;;
23000706;PV;8268;AEROREPUBLICA S.A WINGO;14/11/2023;12/01/2024;23;11;H;187192450;187192450;COP; ;;;;;;
23000709;PV;8187;COMPAÑIA PANAMEÑA DE AVIACION S.A.COPA;14/11/2023;12/01/2024;23;11;H;139603034;139603034;COP; ;;;;;;
23000733;PV;10009;IATA INTERNATIONAL AIR TRANSPORT ASSOCIA;14/11/2023;08/12/2023;23;11;A;290677680;290677680;COP;002;;;;;;
23000680;PV;10229;ENEL COLOMBIA S.A  E.S.P;15/11/2023;17/11/2023;23;11;H;9244780;9244780;COP;002;;;;;;
23000681;PV;10229;ENEL COLOMBIA S.A  E.S.P;15/11/2023;17/11/2023;23;11;H;55652150;55652150;COP;002;;;;;;
23000697;PV;8277;AIR CANADA SUCURSAL COLOMBIA;15/11/2023;19/01/2024;23;11;H;22318359;22318359;COP; ;;;;;;
23000720;PV;14953;TURKISH AIRLINES INC COLOMBIA;15/11/2023;19/01/2024;23;11;H;17063860;17063860;COP; ;;;;;;
23000736;PV;10009;IATA INTERNATIONAL AIR TRANSPORT ASSOCIA;16/11/2023;15/12/2023;23;11;A;57664180;57664180;COP;002;;;;;;
23000682;PV;10054;FIDUCIARIA BANCOLOMBIA S A;17/11/2023;15/12/2023;23;11;H;6902000;6902000;COP;002;;;;;;
23000683;PV;10229;ENEL COLOMBIA S.A  E.S.P;17/11/2023;24/11/2023;23;11;H;3410830;3410830;COP;002;;;;;;
23000684;PV;20040;CELSIA COLOMBIA SA ESP;17/11/2023;24/11/2023;23;11;H;1341751056;1341751056;COP; ;;;;;;
23000708;PV;8006;AIR FRANCE;17/11/2023;19/01/2024;23;11;H;41654898;41654898;COP; ;;;;;;
23000685;PV;8044;BANCOLOMBIA S.A.;20/11/2023;22/11/2023;23;11;H;1730452000;1730452000;COP; ;;;;;;
23000686;PV;9582;ETB SA ESP;20/11/2023;24/11/2023;23;11;H;5405490;5405490;COP;002;;;;;;
23000687;PV;29156;LIBERTY NETWORKS DE COLOMBIA S.A.S;20/11/2023;08/12/2023;23;11;H;24395000;24395000;COP;002;;;;;;
23000688;PV;15891;RAPIDEXXUS S.A.;20/11/2023;24/11/2023;23;11;H;57768;57768;COP; ;;;;;;
23000730;PV;27020;SUMMA - SERVICIOS CORPORATIVOS INTEGRALE;20/11/2023;15/12/2023;23;11;H;3059066;3059066;COP; ;;;;;;
23000696;PV;8262;AMERICAN AIRLINES INC SUCURSAL C;21/11/2023;19/01/2024;23;11;H;66572240;66572240;COP; ;;;;;;
23000700;PV;8240;JETBLUE AIRWAYS CORPORATION;21/11/2023;19/01/2024;23;11;H;15712286;15712286;COP; ;;;;;;
23000717;PV;8445;SATENA - SERVICIO AEREO A TERRITORIOS NA;21/11/2023;19/01/2024;23;11;H;17762692;17762692;COP; ;;;;;;
23000718;PV;8203;SPIRIT AIRLINES INC;21/11/2023;19/01/2024;23;11;H;36083255;36083255;COP; ;;;;;;
23000725;PV;37443;ARAJET-SUCURSAL COLOMBIA;21/11/2023;26/01/2024;23;11;H;9309263;9309263;COP; ;;;;;;
23000716;PV;8483;LATAM AIRLINES GROUP S.A. SUCURSAL COLOM;22/11/2023;26/01/2024;23;11;H;52755561;52755561;COP; ;;;;;;
23000726;PV;35783;LATAM AIRLINES ECUADOR S.A. SUCURSAL COL;22/11/2023;26/01/2024;23;11;H;35572730;35572730;COP; ;;;;;;
23000728;PV;31960;SKY AIRLINE S.A. SUCURSAL COLOMBIA;22/11/2023;26/01/2024;23;11;H;11115490;11115490;COP; ;;;;;;
23000702;PV;8044;BANCOLOMBIA S.A.;23/11/2023;08/12/2023;23;11;H;904500;904500;COP; ;;;;;;
23000722;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;23/11/2023;15/12/2023;23;11;H;5449577;5449577;COP; ;;;;;;
23000723;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;23/11/2023;15/12/2023;23;11;H;125071923;125071923;COP; ;;;;;;
23000724;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;23/11/2023;15/12/2023;23;11;H;1051148;1051148;COP; ;;;;;;
23000729;PV;10229;ENEL COLOMBIA S.A  E.S.P;24/11/2023;01/12/2023;23;11;H;376210;376210;COP;002;;;;;;
23000732;PV;39124;DOLPHIN EXPRESS SA;24/11/2023;22/12/2023;23;11;H;1100000;1100000;COP; ;;;;;;
23000734;PV;27020;SUMMA - SERVICIOS CORPORATIVOS INTEGRALE;27/11/2023;28/11/2023;23;11;H;55040827;55040827;COP; ;;;;;;
23000737;PV;14913;INTERASEO SOLUCIONES AMBIENTALES S.A.S.;30/11/2023;22/12/2023;23;11;H;154186880;154186880;COP; ;;;;;;
23000738;PV;14913;INTERASEO SOLUCIONES AMBIENTALES S.A.S.;30/11/2023;22/12/2023;23;11;H;633613630;633613630;COP; ;;;;;;
23000781;PV;14953;TURKISH AIRLINES INC COLOMBIA;04/12/2023;02/02/2024;23;12;H;11238048;11238048;COP; ;;;;;;
23000741;PV;9254;CAJA DE COMPENSACION FAMILIAR - COMPENSA;05/12/2023;15/12/2023;23;12;H;84093118;84093118;COP;002;;;;;;
23000742;PV;8044;BANCOLOMBIA S.A.;05/12/2023;11/12/2023;23;12;H;30045681889;30045681889;COP; ;;;;;;
23000743;PV;16755;SUPERINTENDENCIA DE PUERTOS Y TRANSPORTE;06/12/2023;15/12/2023;23;12;H;1654712764;1654712764;COP; ;;;;;;
23000778;PV;33922;CONCESIONARIA VUELA COMPAÑIA DE AVIACION;06/12/2023;09/02/2024;23;12;H;47554675;47554675;COP; ;;;;;;
23000782;PV;37443;ARAJET-SUCURSAL COLOMBIA;06/12/2023;09/02/2024;23;12;H;10415204;10415204;COP; ;;;;;;
23000785;PV;8087;DEUTSCHE LUFTHANSA AKTIENGELLSCH;06/12/2023;02/02/2024;23;12;H;15943646;15943646;COP; ;;;;;;
23000790;PV;36297;PLUS ULTRA LÍNEAS AÉREAS S.A. SUCURSAL C;06/12/2023;02/02/2024;23;12;H;9859526;9859526;COP;;;;;;; 
23000805;PV;8185;UNITED AIR LINES INC SUCURSAL COLOMBIA;06/12/2023;02/02/2024;23;12;H;81430091;81430091;COP;;;;;;; 
23000775;PV;8086;DELTA AIR LINES INC.;07/12/2023;09/02/2024;23;12;H;64510954;64510954;COP; ;;;;;;
23000806;PV;14599;AIR EUROPA;07/12/2023;09/02/2024;23;12;H;37991147;37991147;COP;;;;;;; 
23000744;PV;20040;CELSIA COLOMBIA SA ESP;11/12/2023;12/12/2023;23;12;H;1285881270;1285881270;COP; ;;;;;;
23000745;PV;9884;COLOMBIA TELECOMUNICACIONES S.A. E.S.P.;11/12/2023;12/12/2023;23;12;H;4016933;4016933;COP;002;;;;;;
23000746;PV;8011;COMUNICACION CELULAR SA COMCEL SA;11/12/2023;15/12/2023;23;12;H;2431490;2431490;COP; ;;;;;;
23000747;PV;8044;BANCOLOMBIA S.A.;11/12/2023;12/12/2023;23;12;H;3402542000;3402542000;COP; ;;;;;;
23000748;PV;10033;EAB ESP ASEO;11/12/2023;12/12/2023;23;12;H;32082500;32082500;COP; ;;;;;;
23000749;PV;10033;EAB ESP ASEO;11/12/2023;12/12/2023;23;12;P;-153863300;;COP; ;;;;;;
23000754;PV;10033;EAB ESP ASEO;11/12/2023;12/12/2023;23;12;H;153850350;153850350;COP; ;;;;;;
23000763;PV;8030;AEROLINEAS ARGENTINAS  S.A.;11/12/2023;10/02/2024;23;12;H;14899028;14899028;COP; ;;;;;;
23000768;PV;8450;KLM CIA REAL HOLANDESA DE AVIACION;11/12/2023;09/02/2024;23;12;H;18435242;18435242;COP; ;;;;;;
23000769;PV;8277;AIR CANADA SUCURSAL COLOMBIA;11/12/2023;09/02/2024;23;12;H;19959870;19959870;COP; ;;;;;;
23000780;PV;8422;TACA INTERNATIONAL AIRLINES S A SUCURSAL;11/12/2023;09/02/2024;23;12;H;27407387;27407387;COP; ;;;;;;
23000783;PV;8413;AVIANCA ECUADOR S.A SUCURSAL COLOMBIA;11/12/2023;09/02/2024;23;12;H;49838602;49838602;COP; ;;;;;;
23000784;PV;9666;AVIANCA S.A;11/12/2023;09/02/2024;23;12;H;1086392191;1086392191;COP;002;;;;;;
23000760;PV;33845;AEROENLACES NACIONALES S.A. DE C.V. SUCU;12/12/2023;17/02/2023;23;12;P;-57643205;;COP; ;;;;;;
23000764;PV;8268;AEROREPUBLICA S.A WINGO;12/12/2023;16/02/2024;23;12;H;159414111;159414111;COP; ;;;;;;
23000765;PV;33845;AEROENLACES NACIONALES S.A. DE C.V. SUCU;12/12/2023;16/02/2024;23;12;H;57643205;57643205;COP; ;;;;;;
23000777;PV;8203;SPIRIT AIRLINES INC;12/12/2023;09/02/2024;23;12;H;39033766;39033766;COP; ;;;;;;
23000779;PV;8187;COMPAÑIA PANAMEÑA DE AVIACION S.A.COPA;12/12/2023;16/02/2024;23;12;H;132351052;132351052;COP; ;;;;;;
23000802;PV;31960;SKY AIRLINE S.A. SUCURSAL COLOMBIA;12/12/2023;09/02/2024;23;12;H;9722433;9722433;COP;;;;;;; 
23000750;PV;10054;FIDUCIARIA BANCOLOMBIA S A;13/12/2023;19/01/2024;23;12;H;6902000;6902000;COP;002;;;;;;
23000751;PV;10188;ENERTOTAL S.A. E.S.P.;13/12/2023;15/12/2023;23;12;H;188832363;188832363;COP;002;;;;;;
23000752;PV;10188;ENERTOTAL S.A. E.S.P.;13/12/2023;15/12/2023;23;12;H;197785;197785;COP;002;;;;;;
23000766;PV;8018;IBERIA LINEAS AEREAS DE ESPAÑA SA;13/12/2023;09/02/2024;23;12;H;113155498;113155498;COP; ;;;;;;
23000770;PV;8006;AIR FRANCE;13/12/2023;16/02/2024;23;12;H;36634167;36634167;COP; ;;;;;;
23000773;PV;28697;LINEA AEREA DE SERVICIO EJECUTIVO LASER;13/12/2023;09/02/2024;23;12;H;33597808;33597808;COP; ;;;;;;
23000776;PV;8262;AMERICAN AIRLINES INC SUCURSAL C;13/12/2023;16/02/2024;23;12;H;61333174;61333174;COP; ;;;;;;
23000786;PV;8240;JETBLUE AIRWAYS CORPORATION;13/12/2023;09/02/2024;23;12;H;15408137;15408137;COP; ;;;;;;
23000788;PV;8272;AEROVIAS DE INTEGRACION REGIONAL AIRES;13/12/2023;16/02/2024;23;12;P;-966912145;;COP; ;;;;;;
23000755;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;14/12/2023;05/01/2024;23;12;H;5455716;5455716;COP; ;;;;;;
23000756;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;14/12/2023;05/01/2024;23;12;H;122794343;122794343;COP; ;;;;;;
23000757;PV;42453;CONSORCIO KAPPA;14/12/2023;22/12/2023;23;12;H;346608;346608;COP; ;;;;;;
23000767;PV;8319;AEROVIAS DE MEXICO S.A. DE C.V AEROMEXIC;14/12/2023;16/02/2024;23;12;H;46824271;46824271;COP; ;;;;;;
23000774;PV;8445;SATENA - SERVICIO AEREO A TERRITORIOS NA;14/12/2023;09/02/2024;23;12;H;16701688;16701688;COP; ;;;;;;
23000787;PV;8341;LAN PERU S.A. SUCURSAL COLOMBIA;14/12/2023;16/02/2024;23;12;H;116233490;116233490;COP; ;;;;;;
23000789;PV;35783;LATAM AIRLINES ECUADOR S.A. SUCURSAL COL;14/12/2023;16/02/2024;23;12;H;61924525;61924525;COP;;;;;;; 
23000758;PV;29156;LIBERTY NETWORKS DE COLOMBIA S.A.S;15/12/2023;05/01/2024;23;12;H;24395000;24395000;COP;002;;;;;;
23000761;PV;8100;EMPRESA AEREA DE SERVICIOS Y FACILITACIO;15/12/2023;16/02/2024;23;12;H;28074359;28074359;COP; ;;;;;;
23000803;PV;8374;TAM LINHAS AEREAS S.A. SUCURSAL COLOMBIA;15/12/2023;16/02/2024;23;12;H;31350952;31350952;COP;;;;;;; 
23000814;PV;8272;AEROVIAS DE INTEGRACION REGIONAL AIRES;15/12/2023;16/02/2024;23;12;H;766912145;766912145;COP;;;;;;; 
23000759;PV;9582;ETB SA ESP;17/12/2023;22/12/2023;23;12;H;5421380;5421380;COP;002;;;;;;
23000792;PV;10229;ENEL COLOMBIA S.A  E.S.P;19/12/2023;21/12/2023;23;12;H;3716200;3716200;COP;;;;;;;002
23000793;PV;21264;INTERASEO AEROPUERTO S.A S . ESP;19/12/2023;05/01/2024;23;12;H;1043072;1043072;COP;;;;;;; 
23000794;PV;14442;TERMOTECNICA COINDUSTRIAL S.A.S.;19/12/2023;21/12/2023;23;12;H;3500400503;3500400503;COP;;;;;;; 
23000795;PV;27666;SOLARTE VIVEROS LUIS FERNANDO;19/12/2023;21/12/2023;23;12;H;1430370;1430370;COP;;;;;;; 
23000796;PV;16235;SOLARTE MARCILLO LUIS FERNANDO;19/12/2023;21/12/2023;23;12;H;1144295;1144295;COP;;;;;;; 
23000797;PV;27664;SOLARTE VIVEROS GABRIEL DAVID;19/12/2023;21/12/2023;23;12;H;1430370;1430370;COP;;;;;;; 
23000798;PV;45598;FCP ODINSA INFRAESTRUCTURA COMPARTIMENTO;19/12/2023;21/12/2023;23;12;H;45497654194;45497654194;COP;;;;;;; 
23000799;PV;14440;CSS CONSTRUCTORES S.A.;19/12/2023;21/12/2023;23;12;H;44565883614;44565883614;COP;;;;;;; 
23000800;PV;27663;SOLARTE VIVEROS DIEGO ALEJANDRO;19/12/2023;21/12/2023;23;12;H;1430370;1430370;COP;;;;;;; 
23000801;PV;14440;CSS CONSTRUCTORES S.A.;19/12/2023;21/12/2023;23;12;H;20987984895;20987984895;COP;;;;;;; 
23000804;PV;27020;SUMMA - SERVICIOS CORPORATIVOS INTEGRALE;19/12/2023;21/12/2023;23;12;H;18982580;18982580;COP;;;;;;; 
23000807;PV;27020;SUMMA - SERVICIOS CORPORATIVOS INTEGRALE;19/12/2023;26/01/2024;23;12;H;18982580;18982580;COP;;;;;;; 
23000808;PV;8044;BANCOLOMBIA S.A.;19/12/2023;21/12/2023;23;12;H;1851506000;1851506000;COP;;;;;;; 
23000809;PV;10229;ENEL COLOMBIA S.A  E.S.P;19/12/2023;21/12/2023;23;12;H;9081900;9081900;COP;;;;;;;002
23000810;PV;10229;ENEL COLOMBIA S.A  E.S.P;19/12/2023;21/12/2023;23;12;H;57510290;57510290;COP;;;;;;;002
23000811;PV;10229;ENEL COLOMBIA S.A  E.S.P;19/12/2023;21/12/2023;23;12;H;171910;171910;COP;;;;;;;002
23000812;PV;8574;DIRECCION DISTRITAL DE TESORERIA;19/12/2023;21/12/2023;23;12;H;106720;106720;COP;;;;;;; 
23000813;PV;8574;DIRECCION DISTRITAL DE TESORERIA;19/12/2023;21/12/2023;23;12;H;773720;773720;COP;;;;;;; 
23000815;PV;15666;CARDENAS MEJIA JUAN PABLO;20/12/2023;20/12/2023;23;12;H;74375000;9197500;COP;;;;;;; 
23000816;PV;10229;ENEL COLOMBIA S.A  E.S.P;21/12/2023;05/01/2024;23;12;H;30571537;30571537;COP;;;;;;;002
23000819;PV;8300;BANCO BILBAO VISCAYA ARGENTARIA;21/12/2023;22/12/2023;23;12;H;6400000;6400000;COP;;;;;;; 
23000820;PV;8044;BANCOLOMBIA S.A.;28/12/2023;26/01/2024;23;12;H;449250;449250;COP;;;;;;; 
